Entry,Spoken,IPA,Written,Script (Text),Script (Image),Mandarin,English
1965,silye,ɕilʲə,sile,ᠰᡳᠯᡝ,1965,肉汤,broth
1966,sim,ɕim,simbi,ᠰᡳᠮᠪᡳ,1966,堵缝,"to stop up, to plug up (a small opening)"
1967,simacwqw,ɕimaʈʂʷqʷ,simacuka,ᠰᡳᠮᠠᠴᡠᡴᠠ,1967,"萧条, 冷清","bleak, desolate; cold, lonely"
1968,simem,ɕimɯm,simembi,ᠰᡳᠮᡝᠮᠪᡳ,1968,吸吮,to suck 
1969,simin,ɕimin,simin,ᠰᡳᠮᡳᠨ,1969,甜杆,sweet sorghum
1970,siN,ɕiŋ,senggi,ᠰᡝᠩᡤᡳ,1970,血,blood
1971,sinak,ɕinak,,,,孝衣,mourning garment
1972,sinaRan,ɕinaʁan,sinagan,ᠰᡳᠨᠠᡤᠠᠨ,1972,丧事,funeral
1973,sindam,ɕindam,sindambi,ᠰᡳᠨᡩᠠᠮᠪᡳ,1973,放,"to release, to get go; to place/put"
1974,siNem,ɕiŋɯm,singgembi,ᠰᡳᠩᡤᡝᠮᠪᡳ,1974,消化,to digest
1975,siNer,ɕiŋɯr,singgeri,ᠰᡳᠩᡤᡝᡵᡳ,1975,老鼠,"mouse, rat"
1976,siNetal,ɕiŋɯtaɹ,xenggin tala,ᡧᡝᠩᡤᡳᠨ ᡨᠠᠯᠠ,1976,额头,forehead
1977,siNnam,ɕiŋnam,singnambi,ᠰᡳᠩᠨᠠᠮᠪᡳ,1977,聆听,to listen
1978,siNnavem,ɕiŋnavɯm,singnabumbi,ᠰᡳᠩᠨᠠᠪᡠᠮᠪᡳ,1978,使聆听,causative form of siNnam (= singnabumbi)
1979,siqa,ɕiqa,sika,ᠰᡳᡴᠠ,1979,单根长毛 ,a string of long hair
1980,siRam,ɕiʁam,sihambi,ᠰᡳᡥᠠᠮᠪᡳ,1980,推挤,to push and squeeze
1981,siram,ɕiram,sirambi,ᠰᡳᡵᠠᠮᠪᡳ,1981,接,to connect; to tie together; to join
1982,siram,ɕiram,sirame,ᠰᡳᡵᠠᠮᡝ,1982,"下一个, 将来",next; in the future
1983,siRam,ɕiʁam,sihambi,ᠰᡳᡥᠠᠮᠪᡳ,1983,"凋谢, 凋落","to wither, to wilt; (of petals, leaves) to wither and fall"
1984,siram,ɕiram,sirame,ᠰᡳᡵᠠᠮᡝ,1984,继而,"then, afterwards"
1985,siran siran,ɕiran ɕiran,siran siran,ᠰᡳᡵᠠᠨ ᠰᡳᡵᠠᠨ,1985,接连,in succession; one after another
1986,siraR am,ɕiraʁ am,siraha ama,ᠰᡳᡵᠠᡥᠠ ᠠᠮᠠ,1986,继父,stepfather
1987,siraR eny,ɕiraʁ ɯnʲ,siraha eniye,ᠰᡳᡵᠠᡥᠠ ᡝᠨᡳᠶᡝ,1987,继母,stepmother
1988,siRary,ɕiʁarʲ,sihari,ᠰᡳᡥᠠᡵᡳ,1988,花生,peanut
1989,sirdan,ɕirdan,sirdan,ᠰᡳᡵᡩᠠᠨ,1989,箭,arrow
1990,sirem,ɕirɯm,sirembi,ᠰᡳᡵᡝᠮᠪᡳ,1990,"拧, 挤","to wring, to squeeze"
1991,sirkedem,ɕirkɯdɯm,sirkedembi,ᠰᡳᡵᡴᡝᡩᡝᠮᠪᡳ,1991,"纠缠, 纠结","to be tangled, to be intertwined"
1992,sirVE,ɕirɣə,sirge,ᠰᡳᡵᡤᡝ,1992,丝,"silk, thread"
1993,sisx ,ɕisx,siseku,ᠰᡳᠰᡝᡴᡠ,1993,筛子,"sieve, sifter"
1994,sisxE,ɕisxə,sishe,ᠰᡳᠰᡥᡝ,1994,褥子,mattress
1995,sitam,ɕitam,sitambi,ᠰᡳᡨᠠᠮᠪᡳ,1995,迟到之晚,to arrive late
1996,sitashun,ɕitasχun,sitahvn,ᠰᡳᡨᠠᡥᡡᠨ,1996,寡,"I (""lonesome one"": first person pronoun used by royalty, nobility)"
1997,sitem,ɕitɯm,sitembi,ᠰᡳᡨᡝᠮᠪᡳ,1997,尿尿,to urinate
1998,sitxen,ɕitxɯn,sithen,ᠰᡳᡨᡥᡝᠨ,1998,匣子,axle
1999,siva,ɕiva,sibiya,ᠰᡳᠪᡳᠶᠠ,1999,楔子,"wedge, peg, plug"
2000,sivE,ɕivə,sibe,ᠰᡳᠪᡝ,2000,锡伯,Sibe ethnic group
2001,siver,ɕivɯr,siberi,ᠰᡳᠪᡝᡵᡳ,2001,手足汗,sweat of hands and feet
2002,siz,ɕiz,sifikv,ᠰᡳᡶᡳᡴᡡ,2002,钗子,hairpin
2003,sogo,sɔɡɔ,sog'o,ᠰᠣᡤ᠋ᠣ,2003,元宝,"yuanbao (type of ingot, currency)"
2004,solm,sɔɹm,xolombi,ᡧᠣᠯᠣᠮᠪᡳ,2004,火烤,to roast with fire
2005,solo,sɔlɔ,xolo,ᡧᠣᠯᠣ,2005,闲暇,"leisure, free time"
2006,solRo,sɔɹʁɔ,solho,ᠰᠣᠯᡥᠣ,2006,朝鲜,Korea
2007,solun,sɔlun,solon,ᠰᠣᠯᠣᠨ,2007,索伦,Solon (Ewenki) ethnic group
2008,somishun,sɔmisχun,somishvn,ᠰᠣᠮᡳᠰᡥᡡᠨ,2008,密,secret
2009,sonin,sɔnin,sonin,ᠰᠣᠨᡳᠨ,2009,新闻,news
2010,soNitun,sɔŋitun,xunggitun,ᡧᡠᠩᡤᡳᡨᡠᠨ,2010,机器,machine
2011,soNqulm,sɔŋquɹm,songkolombi,ᠰᠣᠩᡴᠣᠯᠣᠮᠪᡳ,2011,遵循,"to shadow, to follow, to abide by"
2012,soNqw,sɔŋqʷ,songko,ᠰᠣᠩᡴᠣ,2012,脚印,footprint
2013,soNum,sɔŋum,songgombi,ᠰᠣᠩᡤᠣᠮᠪᡳ,2013,哭泣,"to weep, to cry"
2014,soo,sɔɔ,suwe,ᠰᡠᠸᡝ,2014,你们,(second person plural pronoun) you
2015,soom,sɔɔm,sumbi,ᠰᡠᠮᠪᡳ,2015,解下,"to take off, to remove, to untie, to undo, to unfasten"
2016,soqtum,sɔqtum,soktombi,ᠰᠣᡴᡨᠣᠮᠪᡳ,2016,酒醉,to become drunk
2017,soqw,sɔqʷ,sukv,ᠰᡠᡴᡡ,2017,皮,"hide, skin, pelt"
2018,sor,sɔr,xoro,ᡧᠣᡵᠣ,2018,篮子,basket
2019,sorsun,sɔrsun,sorson,ᠰᠣᡵᠰᠣᠨ,2019,帽缨,hat tassel
2020,soRun,sɔʁun,sohon,ᠰᠣᡥᠣᠨ,2020,浅黄,light yellow
2021,soshun,sɔsχun,xoxohon,ᡧᠣᡧᠣᡥᠣᠨ,2021,结尾,"end, ending"
2022,sosorem,sɔsɔrɯm,xoxorombi,ᡧᠣᡧᠣᡵᠣᠮᠪᡳ,2022,退,to step back; to retreat
2023,sovorem,sɔvɔrɯm,xoforombi,ᡧᠣᡶᠣᡵᠣᠮᠪᡳ,2023,爪子握,to grab (with claws)
2024,sovorevem,sɔvɔrɯvɯm,soforobumbi,ᠰᠣᡶᠣᡵᠣᠪᡠᠮᠪᡳ,2024,掬,to hold in one's hands
2025,sovorqw,sɔvɔrqʷ,xoforokv,ᡧᠣᡶᠣᡵᠣᡴᡡ,2025,爪,claw
2026,suci,sutɕi,suce,ᠰᡠᠴᡝ,2026,瓶子,bottle
2027,sucilm,sutɕiɹm,sucilembi,ᠰᡠᠴᡳᠯᡝᠮᠪᡳ,2027,动物怀崽,(of animals) to become pregnant
2028,sudal,sudaɹ,sudala,ᠰᡠᡩᠠᠯᠠ,2028,血管,blood vessel
2029,sui,suj,sui,ᠰᡠᡳ,2029,罪孽,"sin, crime, wrongdoing"
2030,suilam,sujlam,suilambi,ᠰᡠᡳᠯᠠᠮᠪᡳ,2030,受苦,to suffer
2031,suji,sudʒi,suje,ᠰᡠᠵᡝ,2031,绢布,thin silk
2032,sujim,sudʒim,sujumbi,ᠰᡠᠵᡠᠮᠪᡳ,2032,急步走,"to walk quickly, to rush "
2033,sujyam,suɖʐʲam,sujambi,ᠰᡠᠵᠠᠮᠪᡳ,2033,顶住,"to support, to hold up, to prop up"
2034,sula,sula,sula,ᠰᡠᠯᠠ,2034,闲散,"free, at leisure, idle"
2035,sulavem,sulavɯm,sulabumbi,ᠰᡠᠯᠠᠪᡠᠮᠪᡳ,2035,解松,to loosen
2036,sulfa,suɹfa,sulfa,ᠰᡠᠯᡶᠠ,2036,自由 ,"free (of space, of concern)"
2037,sulVo,suɹɣɔ,xulhe,ᡧᡠᠯᡥᡝ,2037,果,fruit
2038,sulVwo,suɹɣʷɜ,xulhe,ᡧᡠᠯᡥᡝ,2038,苹果,apple
2039,sulw,sulʷ,xulu,ᡧᡠᠯᡠ,2039,鬓角,sideburns
2040,sun,sun,sun,ᠰᡠᠨ,2040,奶水,mother's milk
2041,sun,sun,xun,ᡧᡠᠨ,2041,太阳,sun
2042,sun alh jaam,sun aɹχ ɖʐaam,xun alha jafambi,ᡧᡠᠨ ᠠᠯᡥᠠ ᠵᠠᡶᠠᠮᠪᡳ,2042,日食,to eclipse (solar)
2043,sun da gurun nan ,sun da ɡurun nan,xun da gurun nane,ᡧᡠᠨ ᡩᠠ ᡤᡠᡵᡠᠨ ᠨᠠᠨᡝ,2043,近日国家人,recent citizens of a country
2044,sun tuVum,sun tuɣum,xun tuhembi,ᡧᡠᠨ ᡨᡠᡥᡝᠮᠪᡳ,2044,太阳落山,(of the sun) to set
2045,suNary,suŋarʲ,sunggari,ᠰᡠᠩᡤᠠᡵᡳ,2045,银河,the Milky Way
2046,sunja,sunɖʐa,sunja,ᠰᡠᠨᠵᠠ,2046,五,5 (five)
2047,sur,sur,sure,ᠰᡠᡵᡝ,2047,聪明,"smart, wise"
2048,suran,suran,suran,ᠰᡠᡵᠠᠨ,2048,跳蚤,flea
2049,surdum,surdum,xurdembi,ᡧᡠᡵᡩᡝᠮᠪᡳ,2049,环绕,"to circle, to spin, to revolve around"
2050,surkw,surkʷ,xuruku,ᡧᡠᡵᡠᡴᡠ,2050,镟床,lathe
2051,surRan,surʁan,surhan,ᠰᡠᡵᡥᠠᠨ,2051,小颗粒雪,thin snow
2052,surum,surum,surembi,ᠰᡠᡵᡝᠮᠪᡳ,2052,歇斯底里呼唤,to shout hysterically
2053,surVunum,surɣunum,xurgenembi,ᡧᡠᡵᡤᡝᠨᡝᠮᠪᡳ,2053,打颤,"to tremble, to shiver"
2054,surw,surʷ,xuru ,ᡧᡠᡵᡠ,2054,珍珠,pearl
2055,surwdum,surʷdum,xurdembi,ᡧᡠᡵᡩᡝᠮᠪᡳ,2055,环绕,"to surround, revolve, spin; to go around, encircle"
2056,surwkw,surʷkʷ,,,,伤寒,typhoid
2057,sus,sus,xuxu,ᡧᡠᡧᡠ,2057,"高粱, 紫","sorghum (great millet), purple"
2058,susai,susaj,susai,ᠰᡠᠰᠠᡳ,2058,五十,50 (fifty)
2059,susaimu,susajmu,susai emu,ᠰᡠᠰᠠᡳ ᡝᠮᡠ,2059,五十一,51 (fifty one)
2060,susha,susχa,xusiha,ᡧᡠᠰᡳᡥᠠ,2060,马鞭,horsewhip
2061,susu,susu,susu,ᠰᡠᠰᡠ,2061,原籍,"ancestral home, birthplace"
2062,suvan,suvan,sufan,ᠰᡠᡶᠠᠨ,2062,大象,elephant
2063,suvarRen,suvarʁɯn,subargan,ᠰᡠᠪᠠᡵᡤᠠᠨ,2063,塔,"pagoda, tower"
2064,suvum,suvum,subumbi,ᠰᡠᠪᡠᠮᠪᡳ,2064,醒酒之醒,"to make sober, to cause to become sober; to sober, to become sober"
2065,suvw,suvʷ,sube,ᠰᡠᠪᡝ,2065,筋,tendon
2066,suvwdun,suvʷdun,sukdun,ᠰᡠᡴᡩᡠᠨ,2066,汽,"air, vapor, steam"
2067,suVwo,suɣʷɜ,suhe,ᠰᡠᡥᡝ,2067,斧头,"ax, hatchet"
2068,suXha,suʂχa,xusiha,ᡧᡠᠰᡳᡥᠠ,2068,鞭,whip
2069,suyan,sujan,suwayan,ᠰᡠᠸᠠᠶᠠᠨ,2069,黄,yellow
2070,swalya,sʷɑlʲa,xuwaliya,ᡧᡠᠸᠠᠯᡳᠶᠠ,2070,敏捷,"nimble, quick, agile"
2071,swanda,sʷɑnda,suwanda,ᠰᡠᠸᠠᠨᡩᠠ,2071,大蒜,garlic
2072,syalaq,sʲalaq,siyalak,ᠰᡳᠶᠠᠯᠠᡴ,2072,臭美,show-off
2073,syalem,sʲalɯm,salimbi,ᠰᠠᠯᡳᠮᠪᡳ,2073,值,"to worth, to be valued"
2074,syam,sʲam,saimbi,ᠰᠠᡳᠮᠪᡳ,2074,咬,to bite
2075,syan ,sʲan,sain,ᠰᠠᡳᠨ,2075,好,"good, well"
2076,syan bisy da,sʲan bisʲ da,sain bici uthai,ᠰᠠᡳᠨ ᠪᡳᠴᡳ ᡠᡨᡥᠠᡳ,2076,好好的,"well, carefully, nicely"
2077,syaNen,sʲaŋɯn,xanggiyan,ᡧᠠᠩᡤᡳᠶᠠᠨ,2077,烟火之烟,smoke that chokes people
2078,syaNen,sʲaŋɯn,xanggiyan,ᡧᠠᠩᡤᡳᠶᠠᠨ,2078,白,white
2079,syaNen bait,sʲaŋɯn bajt,xanggiyan baita,ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᠠᡳᡨᠠ,2079,丧事,funeral
2080,syaNen fah,sʲaŋɯn faχ,xanggiyan faha,ᡧᠠᠩᡤᡳᠶᠠᠨ ᡶᠠᡥᠠ,2080,白眼珠,white (of the eye)
2081,syaNqan,sʲaŋqan,,,,呛人烟,fire smoke that chokes people
2082,syav,sʲav,xabi,ᡧᠠᠪᡳ,2082,"徒弟, 学徒","disciple, apprentice"
2083,syaVem,sʲaɣɯm,saibumbi,ᠰᠠᡳᠪᡠᠮᠪᡳ,2083,使咬,causative form of saiqen (= saikan)
2084,syerenkye,sʲərɯnkʲə,,,,火柴,match
2085,syerin,sʲərin,sarin,ᠰᠠᡵᡳᠨ,2085,宴席,"banquet, feast"
2086,syerkem,sʲərkɯm,sarkiyambi,ᠰᠠᡵᡴᡳᠶᠠᠮᠪᡳ,2086,抄写,to copy
2087,syerx,sʲərx,sargiya,ᠰᠠᡵᡤᡳᠶᠠ,2087,胯裆,crotch
2088,syewlem,sʲəwlɯm,siolembi,ᠰᡳᠣᠯᡝᠮᠪᡳ,2088,刺绣,to embroider
2089,syogw,sʲɔɡʷ,sogi,ᠰᠣᡤᡳ,2089,菜,vegetable
2090,syolm,sʲɔɹm,solimbi,ᠰᠣᠯᡳᠮᠪᡳ,2090,"相请, 请","to invite, please..."
2091,syonjim,sʲɔndʒim,sonjombi,ᠰᠣᠨᠵᠣᠮᠪᡳ,2091,选择,"to choose, to select"
2092,syoom,sʲɔɔm,somimbi,ᠰᠣᠮᡳᠮᠪᡳ,2092,藏,"to hide, to conceal"
2093,syorVum,sʲɔrɣum,xorgimbi,ᡧᠣᡵᡤᡳᠮᠪᡳ,2093,催,"to press, to urge on"
2094,syukwalm,sʲykʷɑɹm,xukilambi,ᡧᡠᡴᡳᠯᠠᠮᠪᡳ,2094,拳打,to strike with the fist
2095,syukwan,sʲykʷɑn,xukiyan,ᡧᡠᡴᡳᠶᠠᠨ,2095,拳头,fist
2096,syulmin,sʲyɹmin,solmin,ᠰᠣᠯᠮᡳᠨ,2096,眼睫毛,eyelashes
2097,syulya,sʲylʲa,suila,ᠰᡠᡳᠯᠠ,2097,蜜蜂,"bee, wasp"
2098,syulyam,sʲylʲam,suwaliyambi,ᠰᡠᠸᠠᠯᡳᠶᠠᠮᠪᡳ,2098,掺和,"to mix in, to mix up, to stir in, to stir up"
2099,syumin,sʲymin,xumin,ᡧᡠᠮᡳᠨ,2099,深,deep
2100,syumVun,sʲymɣun,simhun,ᠰᡳᠮᡥᡠᠨ,2100,手指,finger
2101,syuRwa,sʲyʁʷɑ,suiha,ᠰᡠᡳᡥᠠ,2101,蒿,mugwort
2102,syusy pyasy sem,sʲysʲ pʰʲasʲ sɯm,xusi pasi seme,ᡧᡠᠰᡳ ᡦᠠᠰᡳ ᠰᡝᠮᡝ,2102,唏嘘,"sob, sigh"
2103,syusyunem,sʲysʲynɯm,xusihiyenambi,ᡧᡠᠰᡳᡥᡳᠶᡝᠨᠠᠮᠪᡳ,2103,说悄悄话,to whisper 
2104,syusyxum,sʲysʲxum,xusihiyexembi,ᡧᡠᠰᡳᡥᡳᠶᡝᡧᡝᠮᠪᡳ,2104,"说闲话, 挑拨","to chat, to gossip; to instigate"
2105,tacim,tatɕim,tacimbi,ᡨᠠᠴᡳᠮᠪᡳ,2105,学,to learn
2106,tacivem,tatɕivɯm,tacibumbi,ᡨᠠᠴᡳᠪᡠᠮᠪᡳ,2106,使学,causative form of tacim (= tacimbi)
2107,tacyqw,tatɕʲqʷ,tacikv,ᡨᠠᠴᡳᡴᡡ,2107,学校,school
2108,tafcilm,taftɕiɹm,tabcilambi,ᡨᠠᠪᠴᡳᠯᠠᠮᠪᡳ,2108,劫掠,"to loot, to plunder, to rob"
2109,tahsem,taχsɯm,taksambi,ᡨᠠᡴᠰᠠᠮᠪᡳ,2109,炒,to fry
2110,tal,taɹ,tala,ᡨᠠᠯᠠ,2110,原野,"plains, flat land"
2111,taleN,talɯŋ,talangga,ᡨᠠᠯᠠᠩᡤᠠ,2111,有棱角的,"angular, squarish, cornered"
2112,talm,taɹm,talambi,ᡨᠠᠯᠠᠮᠪᡳ,2112,"亏损, 没收","to lose (financially); to confiscate, to seize"
2113,talmen,taɹmɯn,talman ,ᡨᠠᠯᠮᠠᠨ,2113,雾,"fog, mist"
2114,talmenem,taɹmɯnɯm,talmanambi,ᡨᠠᠯᠮᠠᠨᠠᠮᠪᡳ,2114,起雾,to fog up
2115,talReN,taɹʁɯŋ,talahangge,ᡨᠠᠯᠠᡥᠠᠩᡤᡝ,2115,亏损的,"loss, deficit"
2116,taltaN,taɹtaŋ,taltang,ᡨᠠᠯᡨᠠᠩ,2116,砂糖,sugar
2117,talVaem,taɹɣæm,talkiyambi,ᡨᠠᠯᡴᡳᠶᠠᠮᠪᡳ,2117,打闪电,(of lightning) to flash
2118,talVaen,taɹɣæn,talkiyan,ᡨᠠᠯᡴᡳᠶᠠᠨ,2118,闪电,lightning
2119,tam,tam,tuwambi,ᡨᡠᠸᠠᠮᠪᡳ,2119,看,"to see, to take a look, to try and ....; to read (to oneself)"
2120,tam,tam,tambi,ᡨᠠᠮᠪᡳ,2120,挂住,"to get caught, entangled"
2121,tamen,tamɯn,taman,ᡨᠠᠮᠠᠨ,2121,种猪,breeding pigs
2122,tams,tams,tamse,ᡨᠠᠮᠰᡝ,2122,罐,"jug, can, pot"
2123,tamselm,tamsɯɹm,tamsalambi,ᡨᠠᠮᠰᠠᠯᠠᠮᠪᡳ,2123,拔罐,to perform fire cupping
2124,taN,taŋ,tanggv,ᡨᠠᠩᡤᡡ,2124,一百,100 (one hundred)
2125,taN tumen,taŋ tumɯn,tanggv tumen,ᡨᠠᠩᡤᡡ ᡨᡠᠮᡝᠨ,2125,一百万,"1,000,000 (one million)"
2126,taNa ju,taŋa ɖʐu,tanggv juwe,ᡨᠠᠩᡤᡡ ᠵᡠᠸᡝ,2126,一百零二,102 (one hundred two)
2127,taNa jwan,taŋa ɖʐʷɑn,tanggv juwan ,ᡨᠠᠩᡤᡡ ᠵᡠᠸᠠᠨ,2127,一百一十,110 (one hundred ten)
2128,taNa yilan,taŋa jilan,tanggv ilan,ᡨᠠᠩᡤᡡ ᡳᠯᠠᠨ,2128,一百零三,103 (one hundred three)
2129,taNamu,taŋamu,tanggv emu ,ᡨᠠᠩᡤᡡ ᡝᠮᡠ,2129,一百零一,101 (one hundred one)
2130,tandem,tandɯm,tantambi,ᡨᠠᠨᡨᠠᠮᠪᡳ,2130,打,"to hit, to strike, to beat"
2131,tandujem,tanduɖʐɯm,tantajambi,ᡨᠠᠨᡨᠠᠵᠠᠮᠪᡳ,2131,打架,to fight
2132,taq,taq,taka,ᡨᠠᡴᠠ,2132,马掌,horseshoe
2133,taq,taq,taka,ᡨᠠᡴᠠ,2133,暂时,temporarily; for the time being
2134,taqalm,taqaɹm,takalambi,ᡨᠠᡴᠠᠯᠠᠮᠪᡳ,2134,钉马掌,(of a horse) to shoe
2135,taqem,taqɯm,takambi,ᡨᠠᡴᠠᠮᠪᡳ,2135,"知道, 认识",to know; to be familiar with
2136,taqtw,taqtʷ,taktu,ᡨᠠᡴᡨᡠ,2136,楼,"building, tower"
2137,taqurem,taqurɯm,takvrambi,ᡨᠠᡴᡡᡵᠠᠮᠪᡳ,2137,吩咐,to instruct; to command 
2138,taquren,taqurɯn,takvran,ᡨᠠᡴᡡᡵᠠᠨ,2138,差事,"business, errand"
2139,taqurer hah,taqurɯr χaχ,takvrara haha,ᡨᠠᡴᡡᡵᠠᡵᠠ ᡥᠠᡥᠠ,2139,被使唤的男人,a male who is ordered to perform tasks
2140,taqurer nan,taqurɯr nan,takvrara nane,ᡨᠠᡴᡡᡵᠠᡵᠠ ᠨᠠᠨᡝ,2140,被使唤的人,a person who is ordered to perform tasks
2141,taqursy,taqursʲ,takvrasi,ᡨᠠᡴᡡᡵᠠᠰᡳ,2141,仆人,servant
2142,taqurXem,taqurʂɯm,takvrxambi,ᡨᠠᡴᡡᡵᡧᠠᠮᠪᡳ,2142,吩咐,"to command, to instruct"
2143,tarRem,tarʁɯm,targambi,ᡨᠠᡵᡤᠠᠮᠪᡳ,2143,戒,"to shun, to abstain from"
2144,tarRevem,tarʁɯvɯm,targabumbi,ᡨᠠᡵᡤᠠᠪᡠᠮᠪᡳ,2144,使戒,(causative form of tarRem (= targambi)) to admonish
2145,tarRun,tarʁun,tarhvn,ᡨᠠᡵᡥᡡᠨ,2145,"肥沃, 肥胖","fertile, fat"
2146,tarRun duRa,tarʁun duʁa,tarhvn duha,ᡨᠠᡵᡥᡡᠨ ᡩᡠᡥᠠ,2146,肥肠,"intestine, gut"
2147,tarRun nimeN,tarʁun nimɯŋ,tarhvn nimenggi,ᡨᠠᡵᡥᡡᠨ ᠨᡳᠮᡝᠩᡤᡳ,2147,肥油,fat oil
2148,tarveRen,tarvɯʁɯn,tarbahi,ᡨᠠᡵᠪᠠᡥᡳ,2148,旱獭,marmot
2149,tasan,tasan,taxan,ᡨᠠᡧᠠᠨ,2149,错误,"error, mistake"
2150,taserem,tasɯrɯm,taxarambi,ᡨᠠᡧᠠᡵᠠᠮᠪᡳ,2150,犯错,to be wrong; to make a mistake
2151,tash,tasχ,tasha,ᡨᠠᠰᡥᠠ,2151,虎,tiger
2152,tatem,tatɯm,tatambi,ᡨᠠᡨᠠᠮᠪᡳ,2152,拉,to pull
2153,taterXem,tatɯrʂɯm,tataxambi,ᡨᠠᡨᠠᡧᠠᠮᠪᡳ,2153,关心,"to be concerned, to care about"
2154,tatevem,tatɯvɯm,tatabumbi,ᡨᠠᡨᠠᠪᡠᠮᠪᡳ,2154,使拉,causative form of tatem (= tatambi)
2155,tatevem,tatɯvɯm,tatabumbi,ᡨᠠᡨᠠᠪᡠᠮᠪᡳ,2155,使关心,causative form of taterXem (= tataxambi)
2156,tateXem,tatɯʂɯm,tataxambi,ᡨᠠᡨᠠᡧᠠᠮᠪᡳ,2156,拉,to pull 
2157,tatqw,tatqʷ,tatakv,ᡨᠠᡨᠠᡴᡡ,2157,抽屉,drawer
2158,tavelm,tavɯɹm,tafulambi,ᡨᠠᡶᡠᠯᠠᠮᠪᡳ,2158,规劝,to advise
2159,tavem,tavɯm,tabumbi,ᡨᠠᠪᡠᠮᠪᡳ,2159,使挂上,causative form of tam (= tambi)
2160,tavem,tavɯm,tuwabumbi,ᡨᡠᠸᠠᠪᡠᠮᠪᡳ,2160,使看,causative form of tam (= tuwambi)
2161,tavenem,tavɯnɯm,tafanambi,ᡨᠠᡶᠠᠨᠠᠮᠪᡳ,2161,爬,to climb
2162,tavevem,tavɯvɯm,tuwabubumbi,ᡨᡠᠸᠠᠪᡠᠪᡠᠮᠪᡳ,2162,给看,(causative form of tavem (= tuwabumbi)) to show
2163,tawqacwqw,tɑwqaʈʂʷqʷ,tookancuka,ᡨᠣᠣᡴᠠᠨᠴᡠᡴᠠ,2163,耽搁的,delaying
2164,tawqaXem,tɑwqaʂɯm,tookaxambi,ᡨᠣᠣᡴᠠᡧᠠᠮᠪᡳ,2164,耽搁,to delay
2165,tawqem,tɑwqɯm,tookambi,ᡨᠣᠣᡴᠠᠮᠪᡳ,2165,耽搁,to delay
2166,tawqenjem,tɑwqɯnɖʐɯm,tookanjambi,ᡨᠣᠣᡴᠠᠨᠵᠠᠮᠪᡳ,2166,一味耽搁,"to procrastinate, to delay"
2167,taws,tɑws,toose,ᡨᠣᠣᠰᡝ,2167,权力,"authority, power"
2168,tE,tə,te,ᡨᡝ,2168,现在,"present, now"
2169,tecem,tɯʈʂɯm,tecembi,ᡨᡝᠴᡝᠮᠪᡳ,2169,一齐坐,to sit simultaneously
2170,teci,tɯtɕi,terci,ᡨᡝᡵᠴᡳ,2170,往那里,in that direction
2171,teifun,tɯjfun,teifun,ᡨᡝᡳᡶᡠᠨ,2171,杖,"staff, cane"
2172,teil,tɯjɹ,teile,ᡨᡝᡳᠯᡝ,2172,只是,"only, merely, just"
2173,teisulm,tɯjsuɹm,teisulembi,ᡨᡝᡳᠰᡠᠯᡝᠮᠪᡳ,2173,碰遇,"to meet, to encounter"
2174,teisw,tɯjsʷ,teisu,ᡨᡝᡳᠰᡠ,2174,本分,"obligation, duty"
2175,teksin,tɯkɕin,teksin,ᡨᡝᡴᠰᡳᠨ,2175,直,straight
2176,tEkw,təkʷ,teku,ᡨᡝᡴᡠ,2176,椅子,chair
2177,telem,tɯlɯm,telembi,ᡨᡝᠯᡝᠮᠪᡳ,2177,打开,to open
2178,tem,tɯm,tembi,ᡨᡝᠮᠪᡳ,2178,"坐, 落户","to sit; to dwell, to live, to settle"
2179,temen,tɯmɯn,temen,ᡨᡝᠮᡝᠨ,2179,骆驼,camel
2180,temsem,tɯmsɯm,temxembi,ᡨᡝᠮᡧᡝᠮᠪᡳ,2180,争,to struggle for
2181,temsendum,tɯmsɯndum,temxendumbi,ᡨᡝᠮᡧᡝᠨᡩᡠᠮᠪᡳ,2181,互争,to struggle against each other
2182,temVet,tɯmɣɯt,temgetu,ᡨᡝᠮᡤᡝᡨᡠ,2182,证,"sign, mark, proof"
2183,temVetelm,tɯmɣɯtɯɹm,temgetulembi,ᡨᡝᠮᡤᡝᡨᡠᠯᡝᠮᠪᡳ,2183,证明,to prove
2184,ten,tɯn,ten ,ᡨᡝᠨ,2184,极致的 ,"peak, extreme"
2185,teN sem,tɯŋ sɯm,teng seme,ᡨᡝᠩ ᠰᡝᠮᡝ,2185,"坚毅状, 直挺状","(appearance of being firm, persistent, solid)"
2186,tendk,tɯndk,tenteke,ᡨᡝᠨᡨᡝᡴᡝ,2186,如此那般,"like that, in that manner"
2187,teni,tɯni,teni,ᡨᡝᠨᡳ,2187,刚刚,just
2188,ter,tɯr,tere,ᡨᡝᡵᡝ,2188,那个,that
2189,ter irVi,tɯr irɣi,tere ergi,ᡨᡝᡵᡝ ᡝᡵᡤᡳ,2189,那一面,that side
2190,terci,tɯrtɕi,terci,ᡨᡝᡵᠴᡳ,2190,往那里,in that direction
2191,terVi,tɯrɣi,tergi,ᡨᡝᡵᡤᡳ,2191,"那面, 那侧",that side
2192,tes,tɯs,tese,ᡨᡝᠰᡝ,2192,他们,(third person plural pronoun) they; those
2193,tesy,tɯsʲ,terci,ᡨᡝᡵᠴᡳ,2193,往那里,in that direction
