Entry,Spoken,IPA,Written,Script Version,Script,Mandarin,English
234,bawbei,bɑwbɯj,baobai,ᠪᠠᠣᠪᠠᡳ,,宝贝,treasure
235,bawha,bɑwχa,booha,ᠪᠣᠣᡥᠠ,,佳肴,"feast, fine food, delicacies"
236,baws,bɑws,boose,ᠪᠣᠣᠰᡝ,,包子,steamed bun (Baozi)
237,bayin,bajin,bayan,ᠪᠠᠶᠠᠨ,,富有,rich
238,bazar,bazar,basar,ᠪᠠᠰᠠᡵ,,集市,bazaar
239,becem,bɯʈʂɯm,bucembi,ᠪᡠᠴᡝᠮᠪᡳ,,死,to die
240,becevem,bɯʈʂɯvɯm,bucebumbi,ᠪᡠᠴᡝᠪᡠᠮᠪᡳ,,使死,causative form of becem (= bucembi)
241,beda,bɯda,buda,ᠪᡠᡩ᠋ᠠ,,饭,"meal, food, cooked rice"
242,beda byaer nan,bɯda bʲaɯr nan,buda baire nane,ᠪᡠᡩ᠋ᠠ ᠪᠠᡳ᠌ᡵᡝ ᠨᠠᠨᡝ,,讨饭人,beggar (for food)
243,bederem,bɯdɯrɯm,bederembi,ᠪᡝᡩᡝ᠋ᡵᡝᠮᠪᡳ,,回,"to return, to turn back"
244,bedyusykun,bɯdʲysʲkun,bethe nixuhun,ᠪᡝᡨᡥᡝ ᠨᡳᡧᡠᡥᡠᠨ,,光脚,bare feet
245,bei,bɯj,beye,ᠪᡝᠶᡝ,,身体,body
246,bei,bɯj,beye,ᠪᡝᠶᡝ,,自己,self
247,bei acem,bɯj aʈʂɯm,beye acambi,ᠪᡝᠶᡝ ᠠᠴᠠᠮᠪᡳ,,性交,to have sexual intercourse
248,bei erViN,bɯj ɯrɣiŋ,beye ergi ningge,ᠪᡝᠶᡝ ᡝᡵᡤᡳ ᠨᡳᠩᡤᡝ,,己方,"ally, one's side, our side"
249,beid bi,bɯjd bi,beye de bi,ᠪᡝᠶᡝ ᡩ᠋ᡝ᠋ ᠪᡳ,,怀孕,to be pregnant
250,beidem,bɯjdɯm,beidembi,ᠪᡝᡳ᠌ᡩᡝ᠋ᠮᠪᡳ,,审讯,"(of a case) to examine, try; to inspect"
251,beikun,bɯjkun,beikuwen,ᠪᡝᡳ᠌ᡴᡠᠸᡝᠨ,,寒,"cold, frost"
252,beilem,bɯjlɯm,beilembi,ᠪᡝᡳ᠌ᠯᡝᠮᠪᡳ,,跳贝伦舞,"to dance ""Beilunwu"" (traditional Sibe dance)"
253,beilen,bɯjlɯn,beilen,ᠪᡝᡳ᠌ᠯᡝᠨ,,贝伦,Beilun dance (traditional Sibe dance)
254,bel,bɯɹ,bele,ᠪᡝᠯᡝ,,大米,rice
255,bela,bɯla,bula,ᠪᡠᠯᠠ,,荆棘,"thistles and thorns, brambles"
256,belcam,bɯɹʈʂam,bulcambi,ᠪᡠᠯᠴᠠᠮᠪᡳ,,懒散,to be careless/lazy
257,belcaq,bɯɹʈʂaq,bulcakv,ᠪᡠᠯᠴᠠᡴᡡ,,懒散,careless/lazy
258,beleNcy,bɯlɯŋtɕʲ,belengci,ᠪᡝᠯᡝᠩᠴᡳ,,应激障碍,PTSD
259,belin,bɯlin,beliyen,ᠪᡝᠯᡳᠶᡝᠨ,,痴,"silly, stupid, foolish"
260,belVem,bɯɹɣɯm,belhembi,ᠪᡝᠯᡥᡝᠮᠪᡳ,,准备,to prepare
261,belVen,bɯɹɣɯn,belhen,ᠪᡝᠯᡥᡝᠨ,,准备,preparation
262,beNdem,bɯŋdɯm,bekdembi,ᠪᡝᡴᡩᡝ᠋ᠮᠪᡳ,,惊,to startle/be frightened
263,benem,bɯnɯm,benembi,ᠪᡝᠨᡝᠮᠪᡳ,,送,to deliver
264,benevem,bɯnɯvɯm,benebumbi,ᠪᡝᠨᡝᠪᡠᠮᠪᡳ,,使送,causative form of benem (= benembi)
265,benjem,bɯnɖʐɯm,benjembi,ᠪᡝᠨᠵᡝᠮᠪᡳ,,送来,to come and deliver
266,beNXen,bɯŋʂɯn,bengxen,ᠪᡝᠩᡧᡝᠨ,,本事,"ability, skill"
267,beri,bɯri,beri,ᠪᡝᡵᡳ,,弓,bow
268,berqan bo,bɯrqan bɔ,berkan boo,ᠪᡝᡵᡴᠠᠨ ᠪᠣᠣ,,正房,"central building, main room"
269,berRa,bɯrʁa,burga,ᠪᡠᡵᡤᠠ,,柳条,willow
270,berVen,bɯrɣɯn,bergen,ᠪᡝᡵᡤᡝᠨ,,汤,"broth, soup"
271,besam,bɯsam,baxambi,ᠪᠠᡧᠠᠮᠪᡳ,,驱赶,to drive out; to chase away
272,beserem,bɯsɯrɯm,beserembi,ᠪᡝᠰᡝᡵᡝᠮᠪᡳ,,肉泡白,(of a welt) to whiten
273,beserVen,bɯsɯrɣɯn,besergen,ᠪᡝᠰᡝᡵᡤᡝᠨ,,床,bed
274,betam,bɯtam,butambi,ᠪᡠᡨ᠋ᠠᠮᠪᡳ,,渔猎采集,to gather through hunting/fishing
275,betkucin,bɯtkutɕin,bethe gubci,ᠪᡝᡨᡥᡝ ᡤᡠᠪᠴᡳ,,整脚,barefoot
276,betx,bɯtx,bethe,ᠪᡝᡨᡥᡝ,,"脚, 肢, 足",foot; limb; (lower) leg
277,beVE,bɯɣə,behe,ᠪᡝᡥᡝ,,墨水,ink
278,beyim,bɯjim,beyembi,ᠪᡝᠶᡝᠮᠪᡳ,,(身体) 冻,"(of the body) to freeze, to be cold"
279,bi,bi,bi,ᠪᡳ,,我,(first person singular pronoun) I
280,bii,bii,bi,ᠪᡳ,,有,"to exist, there is/are; to have, to possess"
281,bilam,bilam,bilambi,ᠪᡳᠯᠠᠮᠪᡳ,,折,to bend/twist
282,bilem,bilɯm,bilumbi,ᠪᡳᠯᡠᠮᠪᡳ,,抚摸,to stroke
283,bilRa,biɹʁa,bilha,ᠪᡳᠯᡥᠠ,,咽喉 嗓子,throat
284,bilRan,biɹʁan,bilgan,ᠪᡳᠯᡤᠠᠨ,,期,period of time
285,biltem,biɹtɯm,biltembi,ᠪᡳᠯᡨᡝ᠋ᠮᠪᡳ,,"溢, 漫",to overflow
286,biluXem,biluʂɯm,biluxembi,ᠪᡳᠯᡠᡧᡝᠮᠪᡳ,,抚摸,"to stroke, to pet"
287,bimE,bimə,bime,ᠪᡳᠮᡝ,,而且,and; as well as
288,bira ,bira,bira,ᠪᡳᡵᠠ,,河,river
289,biRa velgaen,biʁa vɯɹɡæn,bigan ulgiyan,ᠪᡳᡤᠠᠨ ᡠᠯᡤᡳᠶᠠᠨ,,野猪,wild boar
290,biRan,biʁan,bigan,ᠪᡳᡤᠠᠨ,,野,"field, wild"
291,biRan nyuNnyah,biʁan nʲyŋnʲaχ,bigan niongniyaha,ᠪᡳᡤᠠᠨ ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,,大雁,wild goose
292,biRan yiVE,biʁan jiɣə,bigan niyehe,ᠪᡳᡤᠠᠨ ᠨᡳᠶᡝᡥᡝ,,野鸭,wild duck
293,birek,birɯk,bireku,ᠪᡳᡵᡝᡴᡠ,,擀面杖,rolling pin
294,birem,birɯm,birembi,ᠪᡳᡵᡝᠮᠪᡳ,,擀面,to roll/spread out
295,bisan,bisan,bisan,ᠪᡳᠰᠠᠨ,,洪水,flood
296,bisarem,bisarɯm,bisarambi,ᠪᡳᠰᠠᡵᠠᠮᠪᡳ,,"漫 (散流, 泛滥)","to overflow, to pour out"
297,bitem,bitɯm,bitembi,ᠪᡳᡨᡝ᠋ᠮᠪᡳ,,梦魇,to have a nightmare
298,biter,bitɯr,,,,疮,pimple
299,bitevem,bitɯvɯm,bitebumbi,ᠪᡳᡨᡝ᠋ᠪᡠᠮᠪᡳ,,使梦魇,causative form of bitem (= bitembi)
300,bitxE,bitxə,bithe,ᠪᡳᡨᡥᡝ,,书,"book, document"
301,bitxEi fiza,bitxəi fiza,bithe i fisa,ᠪᡳᡨᡥᡝ ᡳ ᡶᡳᠰᠠ,,书皮,book cover; book jacket
302,biXum,biʂum,bixumbi,ᠪᡳᡧᡠᠮᠪᡳ,,轻抚,to caress
303,biXuXem,biʂuʂɯm,bixuxembi,ᠪᡳᡧᡠᡧᡝᠮᠪᡳ,,轻抚,"to caress, to stroke"
304,bo,bɔ,boo,ᠪᠣᠣ,,家,"home, house"
305,bo,bɔ,be,ᠪᡝ,,我们,"(second person plural pronoun, exclusive) we"
306,bocw,bɔʈʂʷ,boco,ᠪᠣᠴᠣ,,彩,"color, complexion"
307,bocyxy,bɔtɕʲxʲ,bocihi,ᠪᠣᠴᡳᡥᡳ,,丑陋,ugly
308,bodo,bɔdɔ,bodo,ᠪᠣᡩ᠋ᠣ,,铇刀,"kitchen knife, cleaver"
309,bodum,bɔdum,bodombi,ᠪᠣᡩ᠋ᠣᠮᠪᡳ,,算思,"to calculate, to plan, to think (over)"
310,bofulm,bɔfuɹm,bofolombi,ᠪᠣᡶᠣᠯᠣᠮᠪᡳ,,包裹,to wrap
311,bofun,bɔfun,bofon,ᠪᠣᡶᠣᠨ,,包裹,wrapping 
312,bohw,bɔχʷ,buhv,ᠪᡠᡥᡡ,,鹿,deer
313,boiRojy,bɔjʁɔɖʐʲ,boigoji,ᠪᠣᡳ᠌ᡤᠣᠵᡳ,,主人,master
314,boiRun,bɔjʁun,boigon,ᠪᠣᡳ᠌ᡤᠣᠨ,,家庭,household
315,boljom,bɔɹɖʐɔm,boljombi,ᠪᠣᠯᠵᠣᠮᠪᡳ,,约定,"to arrange, agree on; (of a date) to fix"
316,boljun,bɔɹɖʐun,boljon,ᠪᠣᠯᠵᠣᠨ,,波,wave
317,boloqw,bɔlɔqʷ,bulukan,ᠪᡠᠯᡠᡴᠠᠨ,,温,lukewarm
318,bolory,bɔlɔrʲ,bolori,ᠪᠣᠯᠣᡵᡳ,,秋天,"autumn, fall"
319,bolosw,bɔlɔsʷ,bolosu,ᠪᠣᠯᠣᠰᡠ,,玻璃,glass
320,bolqujem,bɔɹquɖʐɯm,bolkojombi,ᠪᠣᠯᡴᠣᠵᠣᠮᠪᡳ,,(自行) 卸开,"(intransitive) to rip, to tear off"
321,bolqulm,bɔɹquɹm,bolkolombi,ᠪᠣᠯᡴᠣᠯᠣᠮᠪᡳ,,卸开,to rip/tear off
322,bolqw,bɔɹqʷ,bolko,ᠪᠣᠯᡴᠣ,,骤然弄脱,abruptly sticking out
323,bolR,bɔɹʁ,bolgo,ᠪᠣᠯᡤᠣ,,洁,"cleanliness, purity"
324,bolRolm,bɔɹʁɔɹm,bolgolombi,ᠪᠣᠯᡤᠣᠯᠣᠮᠪᡳ,,弄干净,to clean
325,bolRun,bɔɹʁun,bolgon,ᠪᠣᠯᡤᠣᠨ,,洁净,"clean, pure"
326,bolymo,bɔlʲmɔ,bolimo,ᠪᠣᠯᡳᠮᠣ,,玉米,"maize, corn"
327,bon,bɔn,bono,ᠪᠣᠨᠣ,,冰雹,hail
328,boNqonem,bɔŋqɔnɯm,bongkonombi,ᠪᠣᠩᡴᠣᠨᠣᠮᠪᡳ,,鼓起来,"to puff up, to bulge, to swell out"
329,boNqonevem,bɔŋqɔnɯvɯm,bongkonobumbi,ᠪᠣᠩᡴᠣᠨᠣᠪᡠᠮᠪᡳ,,使鼓起来,causative form of boNqonem (= bongkonombi)
330,bony any,bɔnʲ anʲ,bonio aniya,ᠪᠣᠨᡳᠣ ᠠᠨᡳᠶᠠ,,猴年,year of the monkey
331,boqdon,bɔqdɔn,bokdon,ᠪᠣᡴᡩ᠋ᠣᠨ,,门槛,"doorstop, still, threshold"
332,boRomw,bɔʁɔmʷ,buge monggon,ᠪᡠᡤᡝ ᠮᠣᠩᡤᠣᠨ,,喉结,Adam's apple
333,boRulem,bɔʁulɯm,boholombi,ᠪᠣᡥᠣᠯᠣᠮᠪᡳ,,割喉,to slaughter by slitting the throught
334,bos,bɔs,boso,ᠪᠣᠰᠣ,,布,cloth
335,bosqun,bɔsqun,boskon,ᠪᠣᠰᡴᠣᠨ,,门槛,"doorstep, threshold"
336,bosqw,bɔsqʷ,bosho,ᠪᠣᠰᡥᠣ,,肾脏,kidneys
337,bucun dayin,buʈʂun dajin,becun dain,ᠪᡝᠴᡠᠨ ᡩᠠᡳ᠌ᠨ,,骂战,"a fight, a quarrel"
338,bucunem,buʈʂunɯm,becunumbi,ᠪᡝᠴᡠᠨᡠᠮᠪᡳ,,骂架,"to fight, to quarrel"
339,bujan,buɖʐan,bujan,ᠪᡠᠵᠠᠨ,,森林,"forest, woods"
340,bujum,buɖʐum,bujumbi,ᠪᡠᠵᡠᠮᠪᡳ,,煮,to cook (to boil)
341,bukum,bukum,,,,俯身,to stoop; to lean over; to bend down
342,bukun tatem,bukun tatɯm,bukun tatambi,ᠪᡠᡴᡠᠨ ᡨ᠋ᠠᡨ᠋ᠠᠮᠪᡳ,,角力,to wrestle
343,bulkuXem,buɹkuʂɯm,bulekuxembi,ᠪᡠᠯᡝᡴᡠᡧᡝᠮᠪᡳ,,鉴,to reflect
344,bulun,bulun,bulun,ᠪᡠᠯᡠᠨ,,草堆,"pile, stack of hay"
345,buluNkw,buluŋkʷ,buleku,ᠪᡠᠯᡝᡴᡠ,,镜子,mirror
346,bulxw,buɹxʷ,bulehen,ᠪᡠᠯᡝᡥᡝᠨ,,鹤,crane (type of bird)
347,bum,bum,bumbi,ᠪᡠᠮᠪᡳ,,给,to give
348,bumbulcwkw,bumbuɹʈʂʷkʷ,bumbulxuku,ᠪᡠᠮᠪᡠᠯᡧᡠᡴᡠ,,鸟名(臭鸟),"Bird name (""hoatzin"", stink bird) "
349,bunai,bunaj,bunai,ᠪᡠᠨᠠᡳ,,亿,"100,000,000 (one hundred million)"
350,buqsim,buqɕim,buksimbi,ᠪᡠᡴᠰᡳᠮᠪᡳ,,埋伏,"to lie in wait for, to ambush"
351,buqsin cwah,buqɕin ʈʂʷɑχ,buksin cooha,ᠪᡠᡴᠰᡳᠨ ᠴᠣᠣᡥᠠ,,伏兵,"ambushing force, hidden troops"
352,buqun,buqun,bukvn,ᠪᡠᡴᡡᠨ,,羚羊,antelope
353,bur bar sem,bur bar sɯm,bur bar seme,ᠪᡠᡵ ᠪᠠᡵ ᠰᡝᠮᡝ,,噗噗的,"(of water) swelling, gurgling"
354,buru bara,buru bara,buru bara,ᠪᡠᡵᡠ ᠪᠠᡵᠠ,,朦朦胧胧,hazy
355,burwlum,burʷlum,burulambi,ᠪᡠᡵᡠᠯᠠᠮᠪᡳ,,败走,"to flee, to take flight"
356,burxw,burxʷ,burhu,ᠪᡠᡵᡥᡠ,,小姑子,husband's younger sister
357,butu,butu,butu,ᠪᡠᡨᡠ᠋,,"密闭的 , 无出口的","sealed, airtight"
358,butum,butum,butumbi,ᠪᡠᡨᡠ᠋ᠮᠪᡳ,,"成精, 冬眠","to transform, to hibernate"
359,butuvem,butuvɯm,butubumbi,ᠪᡠᡨᡠ᠋ᠪᡠᠮᠪᡳ,,使成精,causative form of butum (= butumbi)
360,buxwdary,buxʷdarʲ,bukdari,ᠪᡠᡴᡩ᠋ᠠᡵᡳ,,奏折,"""Memorial fold"" (communications directed to emperor)"
361,buya,buja,buya,ᠪᡠᠶᠠ,,小,"petty, small"
362,buyem,bujəm,buyembi,ᠪᡠᠶᡝᠮᠪᡳ,,"爱, 愿","to love, to be in love with, to adore"
363,bya,bʲa,biya,ᠪᡳᠶᠠ,,月,"moon, month"
364,bya alh jaam,bʲa aɹχ ɖʐaam,biya alha jafambi,ᠪᡳᠶᠠ ᠠᠯᡥᠠ ᠵᠠᡶᠠᠮᠪᡳ,,月食,to eclipse (lunar)
365,bya jaq,bʲa ɖʐaq,biya jaka,ᠪᡳᠶᠠ ᠵᠠᡴᠠ,,月经,menstruation; period
366,byam,bʲam,baimbi,ᠪᠠᡳ᠌ᠮᠪᡳ,,求,"to seek, to look for, to request"
367,byaws,bʲɑws,biyoos,ᠪᡳᠶᠣᠣᠰ,,婊子,whore
368,byaws,bʲɑws,biyoose,ᠪᡳᠶᠣᠣᠰᡝ,,婊子,"prostitute, whore"
369,byecyhun,bʲətɕʲχun,,,,食物乏味,(of food) lacking flavor
370,byelcim,bʲəɹtɕim,biyelcimbi,ᠪᡳᠶᡝᠯᠴᡳᠮᠪᡳ,,弄埋汰,to make dirty
371,byerVem,bʲərɣɯm,bargiyambi,ᠪᠠᡵᡤᡳᠶᠠᠮᠪᡳ,,收揽,"to harvest, take in; to store, preserve"
372,byerVin,bʲərɣin,bargiyan,ᠪᠠᡵᡤᡳᠶᠠᠨ,,收获,harvest
373,byoRun,bʲɔʁun,boihon,ᠪᠣᡳ᠌ᡥᠣᠨ,,土,"soil, earth, dirt"
374,cafcal,ʈʂafʈʂaɹ,cabcal,ᠴᠠᠪᠴᠠᠯ,,察布查尔,Qapqal Sibe Autonomous County
375,cafcek,ʈʂafʈʂɯk,cacarakv,ᠴᠠᠴᠠᡵᠠᡴᡡ,,蝗虫,locust
376,calevem,ʈʂalɯvɯm,calabumbi,ᠴᠠᠯᠠᠪᡠᠮᠪᡳ,,相差,"to differ, to vary from"
377,calu,ʈʂalu,calu,ᠴᠠᠯᡠ,,仓,"barn, granary, storehouse"
378,cam,ʈʂam,cambi,ᠴᠠᠮᠪᡳ,,"插, 支起",to stick in
379,caN,ʈʂaŋ,,,,钲,gong
380,caq,ʈʂaq,cak,ᠴᠠᡴ,,骤然弄断,abruptly broken off
381,caqejem,ʈʂaqɯɖʐɯm,cakajambi,ᠴᠠᡴᠠᠵᠠᠮᠪᡳ,,(自行) 断,(intransitive) to cut/break off
382,caqelem,ʈʂaqɯlɯm,cakalambi,ᠴᠠᡴᠠᠯᠠᠮᠪᡳ,,断,to cut/break off
383,car any,ʈʂar anʲ,cara aniya ,ᠴᠠᡵᠠ ᠠᠨᡳᠶᠠ,,前年,the year before last year
384,carem,ʈʂarɯm,carumbi,ᠴᠠᡵᡠᠮᠪᡳ,,油煎,to fry in oil
385,caRu,ʈʂaʁu,cahv,ᠴᠠᡥᡡ,,茶壶,"tea kettle, teapot"
386,caseN,ʈʂasɯŋ,casangga,ᠴᠠᠰᠠᠩᡤᠠ,,分叉的,forked
387,cavem,ʈʂavɯm,cabumbi,ᠴᠠᠪᡠᠮᠪᡳ,,"使插, 使支起",causative form of cam (= cambi)
388,cecerem,ʈʂɯʈʂɯrɯm,cecerembi,ᠴᡝᠴᡝᡵᡝᠮᠪᡳ,,心里发狠,to be full of hate
389,cecerevem,ʈʂɯʈʂɯrɯvɯm,cecerebumbi,ᠴᡝᠴᡝᡵᡝᠪᡠᠮᠪᡳ,,让人心里发狠,causative form of cecerem (= cecerembi)
390,ceksE,ʈʂɯksə,sikse,ᠰᡳᡴᠰᡝ,,昨天,yesterday
391,ceNjelm,ʈʂɯŋɖʐɯɹm,cengjelembi,ᠴᡝᠩᠵᡝᠯᡝᠮᠪᡳ,,成精,to transform
392,ceserem,ʈʂɯsɯrɯm,ceserembi,ᠴᡝᠰᡝᡵᡝᠮᠪᡳ,,滑动,"to slide, slip"
393,ci,tɕi,ci,ᠴᡳ,,往,"toward, to"
394,cicim,tɕitɕim,tucimbi,ᡨᡠ᠋ᠴᡳᠮᠪᡳ,,出,"to go/setout; to emerge, to appear, to come out"
395,cicivem,tɕitɕivɯm,tucibumbi,ᡨᡠ᠋ᠴᡳᠪᡠᠮᠪᡳ,,使出来,causative form of cicim (= tucimbi)
396,cicyk,tɕitɕʲk,ciciku,ᠴᡳᠴᡳᡴᡠ,,秋千,swing
397,cicykenem,tɕitɕʲkɯnɯm,cicikenembi,ᠴᡳᠴᡳᡴᡝᠨᡝᠮᠪᡳ,,荡秋千,to swing
398,cifkEn,tɕifkən,cibken,ᠴᡳᠪᡴᡝᠨ,,静,"calm, quiet"
399,cifqan,tɕifqan,cifahan,ᠴᡳᡶᠠᡥᠠᠨ,,泥,"mud, paste"
400,ciktan,tɕiktan,ciktan,ᠴᡳᡴᡨ᠋ᠠᠨ,,人伦,human ethical relationships
401,cikten,tɕiktɯn,cikten,ᠴᡳᡴᡨᡝ᠋ᠨ,,茎,"trunk, stem"
402,cilaq,tɕilaq,cilak,ᠴᡳᠯᠠᡴ,,铁桶,"iron pail, iron bucket"
403,cilcin,tɕiɹtɕin,cilcin,ᠴᡳᠯᠴᡳᠨ,,瘤,tumor
404,cilevem,tɕilɯvɯm,cilembumbi,ᠴᡳᠯᡝᠮᠪᡠᠮᠪᡳ,,被噎住,passive form of cilem (= cilembi)
405,cilm,tɕiɹm,cilimbi,ᠴᡳᠯᡳᠮᠪᡳ,,噎住,"to choke (on), to choke (in speech)"
406,cimar,tɕimar,cimari,ᠴᡳᠮᠠᡵᡳ,,明天,tomorrow
407,cimRa nineN,tɕimʁa ninɯŋ,cimha inenggi,ᠴᡳᠮᡥᠠ ᡳᠨᡝᠩᡤᡳ,,来日,"another day, a future day"
408,cip cab sem,tɕipʰ ʈʂab sɯm,cib cab sembi,ᠴᡳᠪ ᠴᠠᠪ ᠰᡝᠮᠪᡳ ,,"悄悄的, 静静的",to be secretive/quiet
409,cira,tɕira,cira,ᠴᡳᡵᠠ,,面,"face, facial expression"
410,cira,tɕira,cira,ᠴᡳᡵᠠ,,"脸, 紧, 严","face; tight, severe, strict/stern"
411,ciRai,tɕiʁaj,cib cab sembi,ᠴᡳᡥᠠᡳ,,随意的,"at will, freely, as one wishes/pleases"
412,ciRalem,tɕiʁalɯm,cihalambi,ᠴᡳᡥᠠᠯᠠᠮᠪᡳ,,喜欢,to like
413,ciralem,tɕiralɯm,ciralambi,ᠴᡳᡵᠠᠯᠠᠮᠪᡳ,,弄紧,to make tight
414,ciRalen,tɕiʁalɯn,cihalan,ᠴᡳᡥᠠᠯᠠᠨ,,随心,"fond of, liking for"
415,ciRaN,tɕiʁaŋ,cihangga,ᠴᡳᡥᠠᠩᡤᠠ,,喜欢的,fond of 
416,ciraqen,tɕiraqɯn,cirakan,ᠴᡳᡵᠠᡴᠠᠨ,,稍紧的,a little tight
417,cisygE ,tɕisʲɡə,cecike,ᠴᡝᠴᡳᡴᡝ,,麻雀,"sparrow, small bird"
418,civam,tɕivam,cifambi,ᠴᡳᡶᠠᠮᠪᡳ,,抹,"to smear, to wipe"
419,civaqen,tɕivaqɯn,cibin,ᠴᡳᠪᡳᠨ,,燕子,swallow
420,ciVE,tɕiɣə,cihe,ᠴᡳᡥᡝ,,虱子,lice
421,civelem,tɕivɯlɯm,cifelembi,ᠴᡳᡶᡝᠯᡝᠮᠪᡳ,,吐唾液,to spit out (saliva)
422,civeN,tɕivɯŋ,cifenggu,ᠴᡳᡶᡝᠩᡤᡠ,,唾液,"saliva, spit"
423,cohtoi,ʈʂɔχtɔj,cohotoi,ᠴᠣᡥᠣᡨ᠋ᠣᡳ,,"专门, 特意","specialized, specially, intentionally"
424,cohtulm,ʈʂɔχtuɹm,cohotolombi,ᠴᠣᡥᠣᡨ᠋ᠣᠯᠣᠮᠪᡳ,,"傲慢, 骄傲","arrogant, proud"
425,col,ʈʂɔɹ,colo,ᠴᠣᠯᠣ,,"号, 别名","title, another name (alias)"
426,colRorem,ʈʂɔɹʁɔrɯm,colgorombi,ᠴᠣᠯᡤᠣᡵᠣᠮᠪᡳ,,出众,"to stand out, to be outstanding"
427,coqo,ʈʂɔqɔ,coko,ᠴᠣᡴᠣ,,鸡,chicken
428,coqo hulam,ʈʂɔqɔ χulam,coko hvlambi,ᠴᠣᡴᠣ ᡥᡡᠯᠠᠮᠪᡳ,,鸡叫,(of a chicken) to cluck 
429,coqsum,ʈʂɔqsum,cokoxombi,ᠴᠣᡴᠣᡧᠣᠮᠪᡳ,,戳,to jab/poke
430,coqt,ʈʂɔqt,cokto,ᠴᠣᡴᡨ᠋ᠣ,,"傲慢, 骄傲","arrogant, haughty, proud"
431,cu,ʈʂu,coo,ᠴᠣᠣ,,铁锨,"shovel, spade"
432,cunukw,ʈʂunukʷ,cuneku,ᠴᡠᠨᡝᡴᡠ,,枕头,pillow
433,cus mo,ʈʂus mɔ,cuse moo,ᠴᡠᠰᡝ ᠮᠣᠣ,,竹子,bamboo
434,cwah,ʈʂʷɑχ,cooha,ᠴᠣᠣᡥᠠ,,兵,soldier
435,cya,tɕʲa,cai,ᠴᠠᡳ,,茶,tea
436,cyandas,tɕʲandas,,,,钱袋,"purse, wallet"
437,cyaRelem,tɕʲaʁɯlɯm,cihalambi,ᠴᡳᡥᠠᠯᠠᠮᠪᡳ,,喜欢,to like
438,cyecim,tɕʲətɕim,cacumbi,ᠴᠠᠴᡠᠮᠪᡳ,,洒,to scatter/sprinkle; to sow
439,cyecivem,tɕʲətɕivɯm,cacubumbi,ᠴᠠᠴᡠᠪᡠᠮᠪᡳ,,使洒,causative form of cyecim (cacumbi)
440,cyemcim,tɕʲəmtɕim,cumcumbi,ᠴᡠᠮᠴᡠᠮᠪᡳ,,蹲,"to squat, to crouch"
441,cyemcy,tɕʲəmtɕʲ,camci,ᠴᠠᠮᠴᡳ,,裙子,skirt
442,cyenijy,tɕʲəniɖʐʲ,cananggi,ᠴᠠᠨᠠᠩᡤᡳ,,前天,the day before yesterday
443,cyesy,tɕʲəsʲ,casi,ᠴᠠᠰᡳ,,往对面,in that direction (across)
444,cyor,tɕʲɔr,coro,ᠴᠣᡵᠣ,,后天,the day after tomorrow
445,cyoRo,tɕʲɔʁɔ,ciyoho,ᠴᡳᠶᠣᡥᠣ,,茶壶,"tea kettle, teapot"
446,cyunjyurRan,tɕʲynɖʐʲyrʁan,,,,壁虎,gecko
447,daa,daa,da,ᡩ᠋ᠠ,,"根本, 头目",base; ringleader
448,daam,daam,dambi,ᡩᠠᠮᠪᡳ,,割得动,(of a blade) to be sharp; to be able to cut
449,daarqw,daarqʷ,darkv,ᡩᠠᡵᡴᡡ,,割不动,(of a blade) to be blunt; to not be able to cut
450,dacaq,daʈʂaq,dacakv,ᡩᠠᠴᠠᡴᡡ,,簪子,hair stick
451,dacilem,datɕilɯm,dacilambi,ᡩᠠᠴᡳᠯᠠᠮᠪᡳ,,"询问, 请示","to inquire, to ask for instructions"
452,dacun,daʈʂun,dacun,ᡩᠠᠴᡠᠨ,,锋利,sharp
453,dad,dad,dade,ᡩᠠᡩᡝ᠋,,原来,"originally, formerly"
454,dadu,dadu,dadu,ᡩᠠᡩᡠ᠋,,大豆,broad bean
455,daemin,dæmin,daimin,ᡩᠠᡳ᠌ᠮᡳᠨ,,雕,eagle
456,daencilem,dæntɕilɯm,dancalambi,ᡩᠠᠨᠴᠠᠯᠠᠮᠪᡳ,,回娘家,(of a wife) to return home for a visit
457,dafciqw,daftɕiqʷ,dabcikv,ᡩᠠᠪᠴᡳᡴᡡ,,剑,sword
458*,dafqer yas,dafqɯr jas,dabkvri yasa,ᡩᠠᠪᡴᡡᡵᡳ ᠶᠠᠰᠠ,,双眼皮,double eyelid
459,dafqerem,dafqɯrɯm,dabkvrimbi,ᡩᠠᠪᡴᡡᡵᡳᠮᠪᡳ,,怀孕,to become pregnant 
460,dafsulm,dafsuɹm,dabsulambi,ᡩᠠᠪᠰᡠᠯᠠᠮᠪᡳ,,用盐腌,to pickle (with salt)
461,dafsun,dafsun,dabsun,ᡩᠠᠪᠰᡠᠨ,,盐,salt
462,daifw,dajfʷ,daifu,ᡩᠠᡳ᠌ᡶ᠋ᡠ,,大夫,"senior official (in imperial China), doctor"
463,dailem,dajlɯm,dailambi,ᡩᠠᡳ᠌ᠯᠠᠮᠪᡳ,,征讨,to go to war with; to go on a punitive expedition
464,dajem,daɖʐɯm,dajambi,ᡩᠠᠵᠠᠮᠪᡳ,,切割,to cut
465,dajevem,daɖʐɯvɯm,dajabumbi,ᡩᠠᠵᠠᠪᡠᠮᠪᡳ,,使切割,causative form of dajem (= dajambi)
